identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,setfit_prediction,is_parent_category
58.0,"Title: Tiger's eye records
Subjects: Albers, Josef; Abel, Lionel; Aiken, Conrad, 1889-1973; Arp, Jean, 1887-1966; Barnard, Mary; Barrault, Jean-Louis, 1910-1994; Bataille, Georges, 1897-1962; Borges, Jorge Luis, 1899-1986; Brooks, Van Wyck, 1886-1963; Char, René, 1907-1988; Crews, Judson; Cummings, E. E. (Edward Estlin), 1894-1962; Dodson, Owen, 1914-1983; Eberhart, Richard, 1904-2005; Eliot, T. S. (Thomas Stearns), 1888-1965; Ernst, Max, 1891-1976; Fitts, Dudley, 1903-1968; Ford, Charles Henri; Garrigue, Jean, 1912-1972; Genet, Jean, 1910-1986; Gregory, Horace, 1898-1982; Hays, H. R. (Hoffman Reynolds), 1904-1980; MacIver, Loren, 1909-1998; Moore, Marianne, 1887-1972; Moss, Stanley; Neruda, Pablo, 1904-1973; Nin, Anaïs, 1903-1977; Pasternak, Boris Leonidovich, 1890-1960; Prévert, Jacques, 1900-1977; Queneau, Raymond, 1903-1976; Rexroth, Kenneth, 1905-1982; Roethke, Theodore, 1908-1963; Roskolenko, Harry; Seligmann, Kurt, 1900-1962; Stamos, Theodoros, 1922-1997; Tyler, Parker; Stephan, John Walter, 1906-1995; Stephan, Ruth, 1910-1974; Vazakas, Byron; Weber, Brom, 1917-1998; Wilbur, Richard, 1921-2017; Williams, William Carlos, 1883-1963; Wright, Richard, 1908-1960; Young, Marguerite, 1908-1995; Tiger's Eye; Tiger's eye; Art--Periodicals; Authors and publishers--United States; Editors--United States; Literature--Periodicals; Little magazines--Archives; Periodicals--Publishing--United States; Editors","60010$aLaughlin, James,$d1914-1997.$0http://id.loc.gov/authorities/names/n83177320","Laughlin, James, 1914-1997",Subject,Tiger's eye records,,,"Albers, Josef; Abel, Lionel; Aiken, Conrad, 1889-1973; Arp, Jean, 1887-1966; Barnard, Mary; Barrault, Jean-Louis, 1910-1994; Bataille, Georges, 1897-1962; Borges, Jorge Luis, 1899-1986; Brooks, Van Wyck, 1886-1963; Char, René, 1907-1988; Crews, Judson; Cummings, E. E. (Edward Estlin), 1894-1962; Dodson, Owen, 1914-1983; Eberhart, Richard, 1904-2005; Eliot, T. S. (Thomas Stearns), 1888-1965; Ernst, Max, 1891-1976; Fitts, Dudley, 1903-1968; Ford, Charles Henri; Garrigue, Jean, 1912-1972; Genet, Jean, 1910-1986; Gregory, Horace, 1898-1982; Hays, H. R. (Hoffman Reynolds), 1904-1980; MacIver, Loren, 1909-1998; Moore, Marianne, 1887-1972; Moss, Stanley; Neruda, Pablo, 1904-1973; Nin, Anaïs, 1903-1977; Pasternak, Boris Leonidovich, 1890-1960; Prévert, Jacques, 1900-1977; Queneau, Raymond, 1903-1976; Rexroth, Kenneth, 1905-1982; Roethke, Theodore, 1908-1963; Roskolenko, Harry; Seligmann, Kurt, 1900-1962; Stamos, Theodoros, 1922-1997; Tyler, Parker; Stephan, John Walter, 1906-1995; Stephan, Ruth, 1910-1974; Vazakas, Byron; Weber, Brom, 1917-1998; Wilbur, Richard, 1921-2017; Williams, William Carlos, 1883-1963; Wright, Richard, 1908-1960; Young, Marguerite, 1908-1995; Tiger's Eye; Tiger's eye; Art--Periodicals; Authors and publishers--United States; Editors--United States; Literature--Periodicals; Little magazines--Archives; Periodicals--Publishing--United States; Editors",,,3831065,3831065-101d51ea-d399-4334-aa63-47b8316add8c#http://id.loc.gov/rwo/agents/n83177320,Literature and Narrative Arts,False
82.0,"Title: Rowlandson : watercolours and drawings
Subjects: Rowlandson, Thomas, 1756-1827; Rowlandson, Thomas
Genres: Biographies
Provision information: London: Phaidon Press Limited, 1972; New York: Distributed by Praeger Publishers","7001 $aRowlandson, Thomas,$d1756-1827.$0http://id.loc.gov/authorities/names/n50022330","Rowlandson, Thomas, 1756-1827",Contributor,Rowlandson : watercolours and drawings,[by] John Hayes,"London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers","Rowlandson, Thomas, 1756-1827; Rowlandson, Thomas",Biographies,,3611491,3611491-12cf28dc-8623-47ed-9b77-bc25603eff6e#http://id.loc.gov/rwo/agents/n50022330,Visual Arts and Design,False
82.0,"Title: Rowlandson : watercolours and drawings
Subjects: Rowlandson, Thomas
Genres: Biographies
Provision information: London: Phaidon Press Limited, 1972; New York: Distributed by Praeger Publishers","60010$aRowlandson, Thomas,$d1756-1827.$0http://id.loc.gov/authorities/names/n50022330","Rowlandson, Thomas, 1756-1827",Subject,Rowlandson : watercolours and drawings,[by] John Hayes,"London: Phaidon Press Limited, 1972 New York: Distributed by Praeger Publishers","Rowlandson, Thomas",Biographies,,3611491,3611491-5d027d47-99c6-4f09-b615-a475bcd73d85#http://id.loc.gov/rwo/agents/n50022330,Visual Arts and Design,False
216.0,"Title: Painting in England 1700-1850: collection of Mr. & Mrs. Paul Mellon
Subjects: Mellon, Paul--Art collections--Exhibitions; Mellon, Paul, Mrs--Art collections--Exhibitions; Painting, English--Exhibitions; Painting--Private collections; Painting, English; Painting, English--18th century--Exhibitions; Painting, English--19th century--Exhibitions; Painting, Modern--17th-18th centuries--Great Britain--Exhibitions; Painting, Modern--19th century--Great Britain--Exhibitions
Genres: Exhibition catalogues; Exhibition catalogs
Provision information: Richmond: Virginia Museum of Fine Arts, 1963","7001 $aMellon, Paul,$cMrs.$0http://id.loc.gov/authorities/names/n50013907","Mellon, Paul, Mrs",Contributor,Painting in England 1700-1850: collection of Mr. & Mrs. Paul Mellon,[catalogue by Basil Taylor],"Richmond: Virginia Museum of Fine Arts, 1963","Mellon, Paul--Art collections--Exhibitions; Mellon, Paul, Mrs--Art collections--Exhibitions; Painting, English--Exhibitions; Painting--Private collections; Painting, English; Painting, English--18th century--Exhibitions; Painting, English--19th century--Exhibitions; Painting, Modern--17th-18th centuries--Great Britain--Exhibitions; Painting, Modern--19th century--Great Britain--Exhibitions",Exhibition catalogues; Exhibition catalogs,,3518046,3518046-df4ad203-badd-4813-b49e-7b4d975ec437#http://id.loc.gov/rwo/agents/n50013907,Visual Arts and Design,False
504.0,"Title: Morris Tyler family collection of John James Audubon
Subjects: Abert, John James, 1788-1863; Audubon family; Audubon, John James, 1785-1851; Audubon, John Woodhouse, 1812-1862; Audubon, Lucy Green Bakewell, 1788-1874; Audubon, Victor Gifford, 1809-1860; Bachman, John, 1790-1874; Baird, Spencer Fullerton, 1823-1887; Bakewell, Thomas Woodhouse, 1861-1909; Bakewell, William Gifford; Bonaparte, Charles Lucian, 1803-1857; Fleming, William, 1791-1866; Harlan, Richard, 1796-1843; Harris, Edward, 1799-1863; Havell, Robert, 1793-1878; Heppenstall, Rayner, 1911-1981; Howe, Hezekiah, 1775-1838; Kidd, John Bartholomew; Morton, Samuel George, 1799-1851; James Munroe and Company; Smith, English & Co; Birds--North America; Booksellers and bookselling--Connecticut--New Haven; Mammals--United States; Natural history--United States; Ornithologists--United States; Publishers and publishing--Connecticut--New Haven; Publishers and publishing--Massachusetts--Boston; Publishers and publishing--Pennsylvania--Philadelphia; Wildlife artists--United States
Genres: Autographs (manuscripts); Scrapbooks","60010$aClay, Henry,$d1777-1852.$0http://id.loc.gov/authorities/names/n50041909","Clay, Henry, 1777-1852",Subject,Morris Tyler family collection of John James Audubon,,,"Abert, John James, 1788-1863; Audubon family; Audubon, John James, 1785-1851; Audubon, John Woodhouse, 1812-1862; Audubon, Lucy Green Bakewell, 1788-1874; Audubon, Victor Gifford, 1809-1860; Bachman, John, 1790-1874; Baird, Spencer Fullerton, 1823-1887; Bakewell, Thomas Woodhouse, 1861-1909; Bakewell, William Gifford; Bonaparte, Charles Lucian, 1803-1857; Fleming, William, 1791-1866; Harlan, Richard, 1796-1843; Harris, Edward, 1799-1863; Havell, Robert, 1793-1878; Heppenstall, Rayner, 1911-1981; Howe, Hezekiah, 1775-1838; Kidd, John Bartholomew; Morton, Samuel George, 1799-1851; James Munroe and Company; Smith, English & Co; Birds--North America; Booksellers and bookselling--Connecticut--New Haven; Mammals--United States; Natural history--United States; Ornithologists--United States; Publishers and publishing--Connecticut--New Haven; Publishers and publishing--Massachusetts--Boston; Publishers and publishing--Pennsylvania--Philadelphia; Wildlife artists--United States",Autographs (manuscripts); Scrapbooks,,3750575,3750575-01e78f3f-8e39-4f0a-90d5-d613cad4bbbc#http://id.loc.gov/rwo/agents/n50041909,Visual Arts and Design,False
551.0,"Title: Address by Hon. Edward Everett: delivered in Faneuil Hall, October 19, 1864 : the duty of supporting the government in the present crisis of affairs
Subjects: United States--Politics and government--1861-1865; Secession--Southern States; Politics and government; Secession; Southern States; United States; 1861-1865; Campaign literature--1864--Republican
Genres: Tracts (literary genre)
Provision information: [Boston]: [New England Loyal Publication Society], [1864?]","1001 $aEverett, Edward,$d1794-1865,$eauthor.$1https://id.oclc.org/worldcat/entity/E39PBJhtbCt8pGCJHMdDh9PG73","Everett, Edward, 1794-1865",Author,"Address by Hon. Edward Everett: delivered in Faneuil Hall, October 19, 1864 : the duty of supporting the government in the present crisis of affairs",,"[Boston]: [New England Loyal Publication Society], [1864?]",United States--Politics and government--1861-1865; Secession--Southern States; Politics and government; Secession; Southern States; United States; 1861-1865; Campaign literature--1864--Republican,Tracts (literary genre),,3284385,3284385-ebc580ae-6a1e-4c53-b1ca-2246e1de8ea6#https://id.oclc.org/worldcat/entity/E39PBJhtbCt8pGCJHMdDh9PG73,"Politics, Policy, and Government",False
4463.0,"Title: Bericht uber die Thatigkeit der Schlafkrankheits-Expedition...: Bugalla, 27th Nov., 1906; [Sese bei Entebbe (Uganda) den 25th April 1907; Sese den 5th Sept. 1907]
Subjects: African trypanosomiasis--Uganda; Epidemic encephalitis--Uganda","1001 $aKoch, Robert,$d1843-1910.$0http://id.loc.gov/authorities/names/n50043984","Koch, Robert, 1843-1910",Contributor,"Bericht uber die Thatigkeit der Schlafkrankheits-Expedition...: Bugalla, 27th Nov., 1906; [Sese bei Entebbe (Uganda) den 25th April 1907; Sese den 5th Sept. 1907]",,,African trypanosomiasis--Uganda; Epidemic encephalitis--Uganda,,,3661422,3661422-99f581f8-b15a-4f50-b135-36c05a57b128#http://id.loc.gov/rwo/agents/n50043984,"Medicine, Health, and Clinical Sciences",False
54.0,"Title: Strauss contra Wagner
Subjects: Wagner, Richard, 1813-1883; Strauss, Richard; Wagner, Richard
Provision information: Berlin, Leipzig: Schuster & Loeffler, 1902","60010$aStrauss, Richard,$d1864-1949.$0http://id.loc.gov/authorities/names/n79041680","Strauss, Richard, 1864-1949",Subject,Strauss contra Wagner,von dr. Erich Urban.,"Berlin, Leipzig: Schuster & Loeffler, 1902","Wagner, Richard, 1813-1883; Strauss, Richard; Wagner, Richard",,,4242131,4242131-4f2b8299-0cf0-4a00-b77d-1477b9176579#http://id.loc.gov/rwo/agents/n79041680,"Music, Sound, and Sonic Arts",False
4519.0,"Title: Confederate States of America collection
Subjects: Allan, Thompson; Benning, Henry L. (Henry Lewis), 1814-1875; Bragg, Thomas, 1810-1872; Cooper, Douglas Hancock, 1815-1879; Cowdin, V. G., Mrs. (Virginia Georgia), 1818-1882; Cruger, Lewis; Davis, Jefferson, 1808-1889; Drinkard, Wm. R. (William R.); Elmore, E. C.; Harrison, Burton Norvell, 1838-1904; Hunter, R. M. T. (Robert Mercer Taliaferro), 1809-1887; Longstreet, James, 1821-1904; Mahone, William, 1826-1895; Mallory, Stephen R. (Stephen Russell), 1813-1873; Memminger, C. G. (Christopher Gustavus), 1803-1888; Morris, Charles Manigault; Randolph, George Wythe, 1818-1867; Reagan, John H. (John Henninger), 1818-1905; Roane, A.; Rodes, Robert Emmett, 1829-1864; Seddon, James A. (James Alexander), 1815-1880; Williams, John S. (John Stuart), 1818-1898; Florida (Cruiser); Wachusett (Steamer); Chickasaw Indians--Government relations; Choctaw Indians--Government relations; Flags--Confederate States of America; Women spies--Confederate States of America; Confederate States of America--Foreign relations; Confederate States of America--History--Civil War, 1861-1865; Confederate States of America--Politics and government; Confederate States of America; United States--History--Civil War, 1861-1865
Genres: Local government records; Military records; Passports; Receipts (financial records); State government records; Tax records","60010$aBenjamin, J. P.$q(Judah Philip),$d1811-1884.$0http://id.loc.gov/authorities/names/n50008111","Benjamin, J. P. (Judah Philip), 1811-1884",Subject,Confederate States of America collection,,,"Allan, Thompson; Benning, Henry L. (Henry Lewis), 1814-1875; Bragg, Thomas, 1810-1872; Cooper, Douglas Hancock, 1815-1879; Cowdin, V. G., Mrs. (Virginia Georgia), 1818-1882; Cruger, Lewis; Davis, Jefferson, 1808-1889; Drinkard, Wm. R. (William R.); Elmore, E. C.; Harrison, Burton Norvell, 1838-1904; Hunter, R. M. T. (Robert Mercer Taliaferro), 1809-1887; Longstreet, James, 1821-1904; Mahone, William, 1826-1895; Mallory, Stephen R. (Stephen Russell), 1813-1873; Memminger, C. G. (Christopher Gustavus), 1803-1888; Morris, Charles Manigault; Randolph, George Wythe, 1818-1867; Reagan, John H. (John Henninger), 1818-1905; Roane, A.; Rodes, Robert Emmett, 1829-1864; Seddon, James A. (James Alexander), 1815-1880; Williams, John S. (John Stuart), 1818-1898; Florida (Cruiser); Wachusett (Steamer); Chickasaw Indians--Government relations; Choctaw Indians--Government relations; Flags--Confederate States of America; Women spies--Confederate States of America; Confederate States of America--Foreign relations; Confederate States of America--History--Civil War, 1861-1865; Confederate States of America--Politics and government; Confederate States of America; United States--History--Civil War, 1861-1865",Local government records; Military records; Passports; Receipts (financial records); State government records; Tax records,,4513150,4513150-265ca609-c51c-4012-90f1-f2ff56dc2138#http://id.loc.gov/rwo/agents/n50008111,"Politics, Policy, and Government",False
4566.0,"Title: A discourse, delivered January 27, 1830, at the ordination of the Rev. Christopher T. Thayer: to the pastoral care of the First Parish in Beverly
Subjects: Bible. Timothy, 1st, IV, 15--Sermons; Thayer, Christopher T. (Christopher Toppan), 1805-1880; Annotations--19th century; Amer tracts--1830; Brinley, George, 1817-1875--Ms. notes
Genres: Sermons; Ordination sermons; Tracts (literary works)
Provision information: Salem [Massachusetts]: Foote & Brown, Court Street, 1830","1001 $aThayer, Nathaniel,$d1769-1840,$eauthor.$0http://id.loc.gov/authorities/names/n85351556","Thayer, Nathaniel, 1769-1840",Author,"A discourse, delivered January 27, 1830, at the ordination of the Rev. Christopher T. Thayer: to the pastoral care of the First Parish in Beverly","by his father, Nathaniel Thayer, D.D., minister of Lancaster","Salem [Massachusetts]: Foote & Brown, Court Street, 1830","Bible. Timothy, 1st, IV, 15--Sermons; Thayer, Christopher T. (Christopher Toppan), 1805-1880; Annotations--19th century; Amer tracts--1830; Brinley, George, 1817-1875--Ms. notes",Sermons; Ordination sermons; Tracts (literary works),,4621256,4621256-91d5610d-f194-4f2e-9058-628c2480f021#http://id.loc.gov/rwo/agents/n85351556,"Religion, Theology, and Spirituality",False
531.0,"Title: Fresh men: new voices in gay fiction
Subjects: Gay men--Fiction; LGBTQ resource; Whittaker, Donald--Ownership
Genres: Fiction
Provision information: New York: Carroll & Graf, Distributed by Publishers Group West, 2004; 1st Carroll & Graf ed.","7001 $aWhite, Edmund,$d1940-$ecompiler.$0http://id.loc.gov/authorities/names/n79082217","White, Edmund, 1940-",Compiler,Fresh men: new voices in gay fiction,selected by Edmund White ; edited by Donald Weise,"New York: Carroll & Graf, Distributed by Publishers Group West, 2004 1st Carroll & Graf ed.","Gay men--Fiction; LGBTQ resource; Whittaker, Donald--Ownership",Fiction,,6735715,6735715-77852007-ae48-4a22-9633-7f0032cd26c0#http://id.loc.gov/rwo/agents/n79082217,Literature and Narrative Arts,False
115.0,"Title: The committee
Subjects: Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership
Genres: graphic; Book illustrations
Provision information: London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726]; [State 4]","1001 $aHogarth, William,$d1697-1764,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Printmaker,The committee,Wm. Hogarth inven. et sculp.,"London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726] [State 4]","Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership",graphic; Book illustrations,,9883626,9883626-d40fd445-af75-48dc-97db-2074eeaefbc7#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False
115.0,"Title: The committee
Subjects: Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership
Genres: graphic; Book illustrations
Provision information: London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726]; [State 4]","7001 $aHogarth, William,$d1697-1764,$eartist.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Artist,The committee,Wm. Hogarth inven. et sculp.,"London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726] [State 4]","Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership",graphic; Book illustrations,,9883626,9883626-522570a8-2b37-4337-8c50-bddf28c2bc76#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False
115.0,"Title: A harlot's progress
Subjects: Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership
Genres: graphic
Provision information: [London]: [Wm. Hogarth], [April 1732]; [State 1]","1001 $aHogarth, William,$d1697-1764,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Printmaker,A harlot's progress,Wm. Hogarth invt. pinxt. et sculpt.,"[London]: [Wm. Hogarth], [April 1732] [State 1]","Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership",graphic,,9865064,9865064-5356f254-0926-4f95-9913-f5b6f6eef005#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False
115.0,"Title: A harlot's progress
Subjects: Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership
Genres: graphic
Provision information: [London]: [Wm. Hogarth], [April 1732]; [State 1]","7001 $aHogarth, William,$d1697-1764,$eartist.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Artist,A harlot's progress,Wm. Hogarth invt. pinxt. et sculpt.,"[London]: [Wm. Hogarth], [April 1732] [State 1]","Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership",graphic,,9865064,9865064-22ddb226-d962-434b-8fd4-808d06cfc409#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False
115.0,"Title: Analysis of beauty
Subjects: Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership
Genres: graphic
Provision information: [London]: [Wm. Hogarth], [5 March 1753]; [State 1]","1001 $aHogarth, William,$d1697-1764,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Printmaker,Analysis of beauty,"designed, engraved, and publish'd by Wm. Hogarth, March 5th, 1753, according to act of Parliament.","[London]: [Wm. Hogarth], [5 March 1753] [State 1]","Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership",graphic,,9884710,9884710-4422b7b3-7ec3-4a6d-811f-896e2625fe9e#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False
115.0,"Title: Analysis of beauty
Subjects: Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership
Genres: graphic
Provision information: [London]: [Wm. Hogarth], [5 March 1753]; [State 1]","7001 $aHogarth, William,$d1697-1764,$eartist,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Artist; Printmaker,Analysis of beauty,"designed, engraved, and publish'd by Wm. Hogarth, March 5th, 1753, according to act of Parliament.","[London]: [Wm. Hogarth], [5 March 1753] [State 1]","Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership",graphic,,9884710,9884710-48e443b2-3084-4ad1-8a0e-d59f71afeb80#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False
4564.0,"Title: Coming out of a country theatre
Subjects: Couples; Lanterns; Rain; Theater audiences; Theaters; Umbrellas; Watchmen; Winds; Satires (Visual works)--England--1802; Etchings--England--London--1802; Aquatints--England--London--1802
Genres: graphic
Provision information: London: Published Novr. 1, 1802, by Willm. Holland, No. 11, Cockspur Street, (removed from Oxford Street), [1 November 1802]","1001 $aStadler, Joseph Constantine,$eprintmaker.$0http://id.loc.gov/authorities/names/nr94030053","Stadler, Joseph Constantine",Printmaker,Coming out of a country theatre,Frederick George Byron Esqr. del. ; engraved by Stadler & Lewis.,"London: Published Novr. 1, 1802, by Willm. Holland, No. 11, Cockspur Street, (removed from Oxford Street), [1 November 1802]",Couples; Lanterns; Rain; Theater audiences; Theaters; Umbrellas; Watchmen; Winds; Satires (Visual works)--England--1802; Etchings--England--London--1802; Aquatints--England--London--1802,graphic,,9853889,9853889-4794c90d-321c-4898-a18b-4d4435e56e37#http://id.loc.gov/rwo/agents/nr94030053,Visual Arts and Design,False
